scenario,patients_per_clinic_block,patients_per_arrival_group,clinic_length_minutes,num_med_techs,num_rooms_per_provider,num_physicians,vitals_time_mean,vitals_time_k,exam_time_mean,exam_time_k,post_exam_time_mean,post_exam_time_k,room_turnover_time_mean,room_turnover_time_k,num_reps,seed,output_path,log_level
3772,28,2,240,3,1,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3773,32,2,240,3,1,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3774,36,2,240,3,1,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3775,40,2,240,3,1,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3776,16,2,240,3,1,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3777,20,2,240,3,1,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3778,24,2,240,3,1,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3779,28,2,240,3,1,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3780,32,2,240,3,1,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3781,32,2,240,3,2,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3782,36,2,240,3,2,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3783,40,2,240,3,2,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3784,44,2,240,3,2,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3785,48,2,240,3,2,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3786,24,2,240,3,2,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3787,28,2,240,3,2,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3788,32,2,240,3,2,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3789,36,2,240,3,2,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3790,40,2,240,3,2,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3791,16,2,240,3,2,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3792,20,2,240,3,2,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3793,24,2,240,3,2,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3794,28,2,240,3,2,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3795,32,2,240,3,2,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3796,32,2,240,3,2,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3797,36,2,240,3,2,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3798,40,2,240,3,2,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3799,44,2,240,3,2,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3800,48,2,240,3,2,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3801,24,2,240,3,2,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3802,28,2,240,3,2,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3803,32,2,240,3,2,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3804,36,2,240,3,2,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3805,40,2,240,3,2,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3806,16,2,240,3,2,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3807,20,2,240,3,2,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3808,24,2,240,3,2,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3809,28,2,240,3,2,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3810,32,2,240,3,2,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3811,32,2,240,3,2,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3812,36,2,240,3,2,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3813,40,2,240,3,2,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3814,44,2,240,3,2,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3815,48,2,240,3,2,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3816,24,2,240,3,2,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3817,28,2,240,3,2,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3818,32,2,240,3,2,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3819,36,2,240,3,2,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3820,40,2,240,3,2,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3821,16,2,240,3,2,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3822,20,2,240,3,2,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3823,24,2,240,3,2,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3824,28,2,240,3,2,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3825,32,2,240,3,2,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3826,32,2,240,3,2,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3827,36,2,240,3,2,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3828,40,2,240,3,2,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3829,44,2,240,3,2,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3830,48,2,240,3,2,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3831,24,2,240,3,2,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3832,28,2,240,3,2,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3833,32,2,240,3,2,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3834,36,2,240,3,2,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3835,40,2,240,3,2,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3836,16,2,240,3,2,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3837,20,2,240,3,2,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3838,24,2,240,3,2,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3839,28,2,240,3,2,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3840,32,2,240,3,2,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3841,32,2,240,3,2,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3842,36,2,240,3,2,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3843,40,2,240,3,2,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3844,44,2,240,3,2,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3845,48,2,240,3,2,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3846,24,2,240,3,2,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3847,28,2,240,3,2,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3848,32,2,240,3,2,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3849,36,2,240,3,2,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3850,40,2,240,3,2,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3851,16,2,240,3,2,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3852,20,2,240,3,2,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3853,24,2,240,3,2,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3854,28,2,240,3,2,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3855,32,2,240,3,2,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3856,32,2,240,3,2,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3857,36,2,240,3,2,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3858,40,2,240,3,2,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3859,44,2,240,3,2,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3860,48,2,240,3,2,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3861,24,2,240,3,2,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
3862,28,2,240,3,2,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
3863,32,2,240,3,2,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
3864,36,2,240,3,2,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
3865,40,2,240,3,2,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
3866,16,2,240,3,2,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
3867,20,2,240,3,2,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
3868,24,2,240,3,2,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
3869,28,2,240,3,2,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
3870,32,2,240,3,2,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
3871,32,2,240,3,2,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
3872,36,2,240,3,2,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
3873,40,2,240,3,2,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
3874,44,2,240,3,2,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
3875,48,2,240,3,2,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
3876,24,2,240,3,2,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
3877,28,2,240,3,2,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
3878,32,2,240,3,2,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
3879,36,2,240,3,2,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
3880,40,2,240,3,2,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
3881,16,2,240,3,2,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
3882,20,2,240,3,2,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
3883,24,2,240,3,2,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
3884,28,2,240,3,2,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
3885,32,2,240,3,2,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
3886,32,2,240,3,2,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
3887,36,2,240,3,2,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
3888,40,2,240,3,2,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
3889,44,2,240,3,2,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
3890,48,2,240,3,2,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
3891,24,2,240,3,2,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
3892,28,2,240,3,2,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
3893,32,2,240,3,2,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
3894,36,2,240,3,2,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
3895,40,2,240,3,2,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
3896,16,2,240,3,2,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
3897,20,2,240,3,2,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
3898,24,2,240,3,2,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
3899,28,2,240,3,2,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
3900,32,2,240,3,2,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
3901,32,2,240,3,2,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
3902,36,2,240,3,2,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
3903,40,2,240,3,2,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
3904,44,2,240,3,2,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
3905,48,2,240,3,2,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
3906,24,2,240,3,2,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3907,28,2,240,3,2,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3908,32,2,240,3,2,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3909,36,2,240,3,2,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3910,40,2,240,3,2,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
3911,16,2,240,3,2,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3912,20,2,240,3,2,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3913,24,2,240,3,2,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3914,28,2,240,3,2,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3915,32,2,240,3,2,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
3916,32,2,240,3,3,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3917,36,2,240,3,3,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3918,40,2,240,3,3,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3919,44,2,240,3,3,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3920,48,2,240,3,3,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
3921,24,2,240,3,3,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3922,28,2,240,3,3,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3923,32,2,240,3,3,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3924,36,2,240,3,3,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3925,40,2,240,3,3,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
3926,16,2,240,3,3,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3927,20,2,240,3,3,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3928,24,2,240,3,3,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3929,28,2,240,3,3,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3930,32,2,240,3,3,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
3931,32,2,240,3,3,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3932,36,2,240,3,3,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3933,40,2,240,3,3,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3934,44,2,240,3,3,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3935,48,2,240,3,3,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
3936,24,2,240,3,3,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3937,28,2,240,3,3,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3938,32,2,240,3,3,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3939,36,2,240,3,3,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3940,40,2,240,3,3,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
3941,16,2,240,3,3,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3942,20,2,240,3,3,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3943,24,2,240,3,3,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3944,28,2,240,3,3,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3945,32,2,240,3,3,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
3946,32,2,240,3,3,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3947,36,2,240,3,3,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3948,40,2,240,3,3,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3949,44,2,240,3,3,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3950,48,2,240,3,3,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
3951,24,2,240,3,3,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3952,28,2,240,3,3,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3953,32,2,240,3,3,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3954,36,2,240,3,3,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3955,40,2,240,3,3,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
3956,16,2,240,3,3,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3957,20,2,240,3,3,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3958,24,2,240,3,3,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3959,28,2,240,3,3,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3960,32,2,240,3,3,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
3961,32,2,240,3,3,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3962,36,2,240,3,3,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3963,40,2,240,3,3,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3964,44,2,240,3,3,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3965,48,2,240,3,3,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
3966,24,2,240,3,3,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3967,28,2,240,3,3,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3968,32,2,240,3,3,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3969,36,2,240,3,3,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3970,40,2,240,3,3,2,6,5,15,2,5,2,2.5,7,50,77,./output,30
3971,16,2,240,3,3,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3972,20,2,240,3,3,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3973,24,2,240,3,3,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3974,28,2,240,3,3,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3975,32,2,240,3,3,2,6,5,20,2,5,2,2.5,7,50,77,./output,30
3976,32,2,240,3,3,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3977,36,2,240,3,3,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3978,40,2,240,3,3,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3979,44,2,240,3,3,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3980,48,2,240,3,3,2,9,5,10,2,5,2,2.5,7,50,77,./output,30
3981,24,2,240,3,3,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3982,28,2,240,3,3,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3983,32,2,240,3,3,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3984,36,2,240,3,3,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3985,40,2,240,3,3,2,9,5,15,2,5,2,2.5,7,50,77,./output,30
3986,16,2,240,3,3,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3987,20,2,240,3,3,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3988,24,2,240,3,3,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3989,28,2,240,3,3,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3990,32,2,240,3,3,2,9,5,20,2,5,2,2.5,7,50,77,./output,30
3991,32,2,240,3,3,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3992,36,2,240,3,3,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3993,40,2,240,3,3,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3994,44,2,240,3,3,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3995,48,2,240,3,3,2,12,5,10,2,5,2,2.5,7,50,77,./output,30
3996,24,2,240,3,3,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
3997,28,2,240,3,3,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
3998,32,2,240,3,3,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
3999,36,2,240,3,3,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
4000,40,2,240,3,3,2,12,5,15,2,5,2,2.5,7,50,77,./output,30
4001,16,2,240,3,3,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
4002,20,2,240,3,3,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
4003,24,2,240,3,3,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
4004,28,2,240,3,3,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
4005,32,2,240,3,3,2,12,5,20,2,5,2,2.5,7,50,77,./output,30
4006,32,2,240,3,3,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
4007,36,2,240,3,3,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
4008,40,2,240,3,3,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
4009,44,2,240,3,3,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
4010,48,2,240,3,3,2,6,5,10,2,8,2,2.5,7,50,77,./output,30
4011,24,2,240,3,3,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
4012,28,2,240,3,3,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
4013,32,2,240,3,3,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
4014,36,2,240,3,3,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
4015,40,2,240,3,3,2,6,5,15,2,8,2,2.5,7,50,77,./output,30
4016,16,2,240,3,3,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
4017,20,2,240,3,3,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
4018,24,2,240,3,3,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
4019,28,2,240,3,3,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
4020,32,2,240,3,3,2,6,5,20,2,8,2,2.5,7,50,77,./output,30
4021,32,2,240,3,3,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
4022,36,2,240,3,3,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
4023,40,2,240,3,3,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
4024,44,2,240,3,3,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
4025,48,2,240,3,3,2,9,5,10,2,8,2,2.5,7,50,77,./output,30
4026,24,2,240,3,3,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
4027,28,2,240,3,3,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
4028,32,2,240,3,3,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
4029,36,2,240,3,3,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
4030,40,2,240,3,3,2,9,5,15,2,8,2,2.5,7,50,77,./output,30
4031,16,2,240,3,3,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
4032,20,2,240,3,3,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
4033,24,2,240,3,3,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
4034,28,2,240,3,3,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
4035,32,2,240,3,3,2,9,5,20,2,8,2,2.5,7,50,77,./output,30
4036,32,2,240,3,3,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
4037,36,2,240,3,3,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
4038,40,2,240,3,3,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
4039,44,2,240,3,3,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
4040,48,2,240,3,3,2,12,5,10,2,8,2,2.5,7,50,77,./output,30
4041,24,2,240,3,3,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
4042,28,2,240,3,3,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
4043,32,2,240,3,3,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
4044,36,2,240,3,3,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
4045,40,2,240,3,3,2,12,5,15,2,8,2,2.5,7,50,77,./output,30
4046,16,2,240,3,3,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
4047,20,2,240,3,3,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
4048,24,2,240,3,3,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
4049,28,2,240,3,3,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
4050,32,2,240,3,3,2,12,5,20,2,8,2,2.5,7,50,77,./output,30
4051,32,2,240,4,1,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
4052,36,2,240,4,1,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
4053,40,2,240,4,1,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
4054,44,2,240,4,1,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
4055,48,2,240,4,1,2,6,5,10,2,2,2,2.5,7,50,77,./output,30
4056,24,2,240,4,1,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
4057,28,2,240,4,1,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
4058,32,2,240,4,1,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
4059,36,2,240,4,1,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
4060,40,2,240,4,1,2,6,5,15,2,2,2,2.5,7,50,77,./output,30
4061,16,2,240,4,1,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
4062,20,2,240,4,1,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
4063,24,2,240,4,1,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
4064,28,2,240,4,1,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
4065,32,2,240,4,1,2,6,5,20,2,2,2,2.5,7,50,77,./output,30
4066,32,2,240,4,1,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
4067,36,2,240,4,1,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
4068,40,2,240,4,1,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
4069,44,2,240,4,1,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
4070,48,2,240,4,1,2,9,5,10,2,2,2,2.5,7,50,77,./output,30
4071,24,2,240,4,1,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
4072,28,2,240,4,1,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
4073,32,2,240,4,1,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
4074,36,2,240,4,1,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
4075,40,2,240,4,1,2,9,5,15,2,2,2,2.5,7,50,77,./output,30
4076,16,2,240,4,1,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
4077,20,2,240,4,1,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
4078,24,2,240,4,1,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
4079,28,2,240,4,1,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
4080,32,2,240,4,1,2,9,5,20,2,2,2,2.5,7,50,77,./output,30
4081,32,2,240,4,1,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
4082,36,2,240,4,1,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
4083,40,2,240,4,1,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
4084,44,2,240,4,1,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
4085,48,2,240,4,1,2,12,5,10,2,2,2,2.5,7,50,77,./output,30
4086,24,2,240,4,1,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
4087,28,2,240,4,1,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
4088,32,2,240,4,1,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
4089,36,2,240,4,1,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
4090,40,2,240,4,1,2,12,5,15,2,2,2,2.5,7,50,77,./output,30
4091,16,2,240,4,1,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
4092,20,2,240,4,1,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
4093,24,2,240,4,1,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
4094,28,2,240,4,1,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
4095,32,2,240,4,1,2,12,5,20,2,2,2,2.5,7,50,77,./output,30
4096,32,2,240,4,1,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
4097,36,2,240,4,1,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
4098,40,2,240,4,1,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
4099,44,2,240,4,1,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
4100,48,2,240,4,1,2,6,5,10,2,5,2,2.5,7,50,77,./output,30
